id,target
9477,1
9478,1
9479,0
9483,1
9487,1
9494,0
9497,0
9498,0
9506,1
9512,0
9514,0
9515,1
9516,1
9517,0
9518,1
9521,1
9523,0
9527,0
9528,0
9530,1
9532,0
9534,0
9535,1
9536,0
9543,1
9544,0
9545,0
9546,0
9549,1
9558,1
9560,1
9561,1
9570,1
9573,1
9578,1
9584,1
9587,0
9588,1
9599,1
9601,0
9604,1
9614,0
9615,0
9621,0
9622,0
9623,0
9624,0
9626,0
9628,0
9630,0
9631,0
9633,0
9635,0
9637,0
9641,1
9647,0
9648,0
9649,0
9658,1
9662,0
9668,0
9671,1
9676,0
9677,0
9679,1
9682,0
9685,1
9689,0
9692,0
9693,1
9694,1
9696,1
9700,1
9711,0
9713,1
9720,1
9721,0
9725,1
9726,1
9727,1
9735,1
9740,0
9742,0
9743,1
9747,0
9748,0
9751,0
9758,1
9767,1
9768,1
9773,0
9777,0
9781,1
9784,1
9786,1
9789,0
9792,1
9793,1
9798,0
9799,1
9802,1
9803,0
9804,1
9805,1
9807,1
9809,1
9811,1
9814,0
9817,1
9821,0
9824,1
9825,0
9827,1
9839,1
9840,1
9843,1
9844,1
9845,1
9847,1
9848,0
9851,1
9852,0
9855,1
9856,1
9863,1
9867,1
9871,1
9876,0
9879,1
9882,1
9891,1
9892,1
9893,1
9895,1
9899,1
9900,1
9902,1
9903,1
9904,1
9908,1
9913,1
9914,0
9917,1
9922,0
9924,1
9926,1
9927,1
9928,0
9929,1
9936,1
9939,1
9947,1
9951,1
9954,1
9956,1
9957,1
9959,1
9962,1
9964,1
9966,1
9968,1
9969,1
9970,1
9975,1
9977,1
9981,1
9993,1
9996,1
9997,1
9999,0
10002,1
10007,0
10015,1
10019,0
10022,1
10024,1
10026,1
10033,1
10043,1
10046,1
10051,1
10053,1
10062,0
10063,0
10065,0
10068,0
10078,0
10086,0
10094,0
10095,0
10096,0
10097,0
10103,0
10104,0
10108,0
10122,0
10123,1
10128,1
10131,1
10133,0
10134,1
10135,1
10145,1
10148,1
10154,1
10155,1
10158,0
10160,0
10161,1
10162,0
10165,0
10166,0
10167,0
10170,0
10178,0
10180,1
10181,0
10185,0
10188,1
10190,0
10196,1
10200,0
10205,0
10211,0
10216,1
10219,0
10221,1
10225,1
10227,0
10228,0
10230,0
10232,0
10233,0
10235,1
10238,0
10240,0
10242,0
10248,1
10254,1
10257,1
10261,0
10262,1
10266,1
10267,1
10271,1
10277,1
10279,1
10281,1
10282,0
10285,1
10292,1
10298,1
10300,1
10309,1
10311,1
10312,1
10319,1
10324,0
10326,1
10328,1
10343,1
10346,1
10347,1
10353,1
10354,0
10356,0
10357,0
10362,1
10363,0
10370,0
10373,0
10386,0
10388,1
10389,1
10391,0
10397,1
10400,1
10403,1
10404,0
10408,1
10417,0
10425,1
10435,0
10437,0
10438,0
10440,1
10442,1
10447,0
10452,0
10453,0
10454,0
10459,1
10460,0
10463,1
10465,0
10469,0
10474,1
10475,0
10476,0
10477,1
10480,0
10491,0
10493,0
10494,0
10495,1
10497,0
10501,0
10504,1
10507,0
10509,0
10510,1
10512,0
10514,0
10526,0
10528,0
10530,0
10531,0
10532,0
10538,0
10539,0
10542,0
10547,0
10549,0
10556,1
10569,1
10572,1
10577,0
10579,0
10586,0
10594,0
10595,0
10597,1
10602,0
10604,0
10614,0
10617,1
10618,0
10619,0
10624,0
10633,0
10634,0
10635,1
10638,1
10639,1
10642,1
10643,1
10645,0
10646,1
10649,1
10652,0
10653,1
10654,1
10661,0
10664,0
10668,1
10670,1
10674,1
10683,1
10694,0
10697,1
10699,1
10701,1
10703,0
10713,1
10714,0
10716,1
10717,1
10719,1
10725,1
10728,1
10734,1
10738,0
10740,0
10742,0
10756,0
10757,0
10758,0
10761,0
10762,0
10773,0
10778,0
10781,0
10791,1
10792,1
10796,0
10797,1
10801,1
10804,1
10806,1
10807,1
10816,1
10820,1
10828,1
10836,0
10838,0
10845,0
10856,0
10857,0
10858,0
10861,0
10865,0
10868,0
10874,0
10875,0
